"filename", "language", "C#", "JSON", "XML", "HTTP", "MSBuild", "HTML", "TypeScript", "JSON with Comments", "PostCSS", "Markdown", "JavaScript", "comment", "blank", "total"
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\app\shared\create-new-modal\create-new-modal.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 514, 0, 0, 0, 0, 0, 41, 555
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\app\shared\loading-modal\loading-modal.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 2, 65
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\app\shared\slide-alert\slide-alert.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 2, 54
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\index.html", "HTML", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\IDo\src\IDo.Web\ClientApp\src\styles.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 1, 11, 139
"d:\Projects\IDo\src\IDo.Web\ClientApp\tsconfig.app.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 14
"d:\Projects\IDo\src\IDo.Web\ClientApp\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 2, 1, 34
"d:\Projects\IDo\src\IDo.Web\ClientApp\tsconfig.spec.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 11
"d:\Projects\IDo\src\IDo.Web\Controllers\ApiControllerBase.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Projects\IDo\src\IDo.Web\Controllers\AuthController.cs", "C#", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 86
"d:\Projects\IDo\src\IDo.Web\Controllers\HabitsController.cs", "C#", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 70
"d:\Projects\IDo\src\IDo.Web\Controllers\NotificationsController.cs", "C#", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"d:\Projects\IDo\src\IDo.Web\Controllers\ProfileController.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 52
"d:\Projects\IDo\src\IDo.Web\Controllers\ProgressController.cs", "C#", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"d:\Projects\IDo\src\IDo.Web\Controllers\ProjectsController.cs", "C#", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 112
"d:\Projects\IDo\src\IDo.Web\Controllers\TaskRequestsController.cs", "C#", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 75
"d:\Projects\IDo\src\IDo.Web\Controllers\TasksController.cs", "C#", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 117
"d:\Projects\IDo\src\IDo.Web\Controllers\TodayController.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\Projects\IDo\src\IDo.Web\DependencyInjection\DependencyInjection.cs", "C#", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"d:\Projects\IDo\src\IDo.Web\Endpoints\EndpointMarker.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\Projects\IDo\src\IDo.Web\Hubs\TaskHub.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\Projects\IDo\src\IDo.Web\IDo.Web.csproj", "MSBuild", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\Projects\IDo\src\IDo.Web\IDo.Web.http", "HTTP", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 9, 28
"d:\Projects\IDo\src\IDo.Web\Program.cs", "C#", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79
"d:\Projects\IDo\src\IDo.Web\Properties\launchSettings.json", "JSON", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"d:\Projects\IDo\src\IDo.Web\Realtime\SignalRTaskRealtimeNotifier.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\Projects\IDo\src\IDo.Web\appsettings.Development.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Projects\IDo\src\IDo.Web\appsettings.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Projects\IDo\tests\IDo.IntegrationTests\ApiWorkflowSkeletonTests.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Projects\IDo\tests\IDo.IntegrationTests\IDo.IntegrationTests.csproj", "MSBuild", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 5, 28
"d:\Projects\IDo\tests\IDo.UnitTests\BusinessRuleTests.cs", "C#", 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 469
"d:\Projects\IDo\tests\IDo.UnitTests\IDo.UnitTests.csproj", "MSBuild", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"Total", "-", 7753, 12140, 13, 16, 120, 13, 4786, 31, 127, 52, 42, 23, 2302, 27418
